iter	Passed	Remaining
1680	111709	220561
1681	111785	220512
1682	111864	220472
1683	111951	220446
1684	112032	220408
1685	112095	220335
1686	112166	220277
1687	112236	220218
1688	112303	220152
1689	112387	220120
1690	112445	220035
1691	112514	219975
1692	112575	219898
1693	112650	219847
1694	112712	219773
1695	112779	219706
1696	112837	219623
1697	112902	219554
1698	112950	219451
1699	113024	219401
1700	113085	219323
1701	113148	219250
1702	113223	219199
1703	113284	219123
1704	113341	219038
1705	113398	218953
1706	113455	218869
1707	113528	218815
1708	113597	218752
1709	113665	218690
1710	113714	218589
1711	113775	218512
1712	113836	218435
1713	113897	218359
1714	113960	218285
1715	114032	218230
1716	114098	218161
1717	114185	218136
5
1718	114005	217598
1719	114064	217518
1720	114113	217418
1721	114154	217305
217004
